date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,month
2022-10-09,10.7,8.3,12.2,0.0,0,46.0,7.4,24.1,1021.6,,10-Oct
2022-10-10,13.9,10.6,19.7,0.0,0,184.0,3.7,16.7,1019.3,,10-Oct
2022-10-11,14.1,11.0,18.1,0.0,0,60.0,4.8,20.4,1022.5,,10-Oct
2022-10-12,12.7,10.4,14.4,0.0,0,43.0,4.4,16.7,1023.2,,10-Oct
2022-10-13,13.2,10.9,16.5,4.2,0,203.0,3.9,18.5,1021.7,,10-Oct
2022-10-14,12.9,11.1,14.8,8.4,0,194.0,6.2,27.8,1017.8,,10-Oct
2022-10-15,15.2,12.7,19.1,0.0,0,220.0,11.2,53.7,1013.8,,10-Oct
2022-10-16,16.2,12.5,22.8,0.0,0,134.0,3.1,14.8,1018.4,,10-Oct
2022-10-17,16.0,10.9,21.6,0.0,0,140.0,2.4,11.1,1025.2,,10-Oct
2022-10-18,16.1,12.2,21.5,0.0,0,206.0,3.6,16.7,1027.6,,10-Oct
2022-10-19,13.7,11.4,17.7,0.0,0,55.0,6.6,20.4,1024.0,,10-Oct
2022-10-20,14.1,11.7,16.8,1.2,0,39.0,5.4,18.5,1018.0,,10-Oct
2022-10-21,13.7,12.8,15.0,15.3,0,103.0,3.8,14.8,1015.1,,10-Oct
2022-10-22,14.2,11.1,18.9,0.3,0,180.0,5.0,18.5,1017.2,,10-Oct
2022-10-23,13.4,9.0,17.9,3.1,0,88.0,4.3,16.7,1016.0,,10-Oct
2022-10-24,13.0,9.9,16.9,7.0,0,224.0,8.7,64.8,1016.5,,10-Oct
2022-10-25,13.2,10.3,17.6,2.1,0,176.0,4.0,13.0,1019.8,,10-Oct
2022-10-26,14.6,11.6,19.3,1.0,0,167.0,4.2,20.4,1021.0,,10-Oct
2022-10-27,14.1,10.2,20.0,0.0,0,133.0,3.1,11.1,1025.9,,10-Oct
2022-10-28,14.5,11.0,19.7,0.0,0,158.0,2.6,16.7,1026.1,,10-Oct
2022-10-29,15.2,11.5,20.9,0.0,0,125.0,2.7,9.3,1024.5,,10-Oct
2022-10-30,13.4,10.2,17.7,0.0,0,113.0,2.3,11.1,1022.2,,10-Oct
2022-10-31,11.8,8.5,16.3,0.0,0,110.0,2.5,13.0,1020.5,,10-Oct
2022-11-01,13.4,10.4,16.1,0.0,0,227.0,5.4,20.4,1021.1,,11-Nov
2022-11-02,11.3,7.3,14.6,0.3,0,208.0,3.8,16.7,1025.1,,11-Nov
2022-11-03,8.7,6.3,11.6,4.4,0,108.0,4.8,40.8,1015.5,,11-Nov
2022-11-04,8.5,6.3,10.6,1.3,0,232.0,8.6,40.8,1010.2,,11-Nov
2022-11-05,6.2,4.0,8.2,8.1,0,250.0,6.6,22.2,1020.4,,11-Nov
2022-11-06,4.9,1.5,9.1,0.0,0,124.0,4.1,14.8,1019.0,,11-Nov
2022-11-07,9.9,6.3,14.8,0.0,0,194.0,5.9,20.4,1018.9,,11-Nov
2022-11-08,9.2,4.7,15.2,0.5,0,147.0,3.7,11.1,1016.6,,11-Nov
2022-11-09,9.9,8.0,11.4,8.6,0,208.0,4.3,16.7,1017.1,,11-Nov
2022-11-10,8.9,6.0,11.3,0.1,0,36.0,4.3,14.8,1027.6,,11-Nov
2022-11-11,8.3,6.6,10.9,0.0,0,74.0,3.3,13.0,1034.4,,11-Nov
2022-11-12,7.0,5.3,9.1,0.0,0,60.0,3.3,14.8,1033.2,,11-Nov
2022-11-13,5.3,4.7,6.1,0.4,0,54.0,4.5,14.8,1023.9,,11-Nov
2022-11-14,7.6,4.6,10.6,3.5,0,135.0,4.4,16.7,1017.9,,11-Nov
2022-11-15,7.6,5.4,10.7,3.2,0,84.0,3.9,16.7,1012.2,,11-Nov
2022-11-16,9.2,7.2,13.5,0.6,0,202.0,6.1,22.2,1005.2,,11-Nov
2022-11-17,9.5,7.6,13.5,21.1,0,222.0,10.7,46.3,999.9,,11-Nov
2022-11-18,6.8,5.3,8.2,4.2,0,237.0,14.1,44.5,1005.9,,11-Nov
2022-11-19,5.7,3.5,8.8,0.0,0,234.0,5.1,16.7,1012.1,,11-Nov
2022-11-20,5.5,3.6,7.8,3.6,0,236.0,10.8,48.2,1015.2,,11-Nov
2022-11-21,6.1,4.4,8.8,1.2,0,238.0,12.7,57.4,1007.2,,11-Nov
2022-11-22,5.7,4.8,7.0,0.0,0,233.0,11.4,35.2,1002.6,,11-Nov
2022-11-23,5.3,1.9,8.0,5.5,0,193.0,7.9,48.2,1006.4,,11-Nov
2022-11-24,6.8,3.6,10.0,2.0,0,211.0,11.6,46.3,1016.8,,11-Nov
2022-11-25,5.8,3.8,8.1,1.0,0,218.0,4.0,13.0,1021.1,,11-Nov
2022-11-26,5.0,1.3,8.1,0.0,0,97.0,3.6,13.0,1031.3,,11-Nov
2022-11-27,3.0,0.5,5.9,0.0,0,80.0,3.9,13.0,1026.8,,11-Nov
2022-11-28,6.7,3.8,9.2,0.2,0,191.0,4.0,18.5,1016.5,,11-Nov
2022-11-29,5.9,4.7,7.0,4.8,0,290.0,3.8,14.8,1017.9,,11-Nov
2022-11-30,3.8,2.0,4.8,0.1,0,36.0,6.7,25.9,1021.1,,11-Nov
2022-12-01,2.3,1.6,2.7,0.0,0,43.0,7.9,24.1,1022.7,,12-Dec
2022-12-02,2.1,-0.4,3.9,0.0,0,39.0,5.3,18.5,1019.6,,12-Dec
2022-12-03,0.7,0.1,1.4,0.0,0,45.0,9.5,25.9,1016.2,,12-Dec
2022-12-04,0.7,-0.1,1.6,0.6,0,39.0,5.8,22.2,1014.3,,12-Dec
2022-12-05,3.3,1.0,5.3,0.0,0,193.0,5.0,16.7,1020.1,,12-Dec
2022-12-06,1.7,0.1,3.6,0.0,0,351.0,3.4,11.1,1020.2,,12-Dec
2022-12-07,1.6,0.4,2.6,0.1,0,335.0,3.5,11.1,1018.3,,12-Dec
2022-12-08,0.9,-0.2,3.8,0.7,0,33.0,4.1,14.8,1012.0,,12-Dec
2022-12-09,-0.1,-0.8,0.3,3.8,10,36.0,5.5,16.7,1004.9,,12-Dec
2022-12-10,-0.6,-2.5,0.3,7.5,10,317.0,5.1,16.7,1008.6,,12-Dec
2022-12-11,-4.4,-6.9,-2.2,0.0,80,25.0,4.6,13.0,1012.9,,12-Dec
2022-12-12,-5.9,-7.5,-4.4,0.0,70,51.0,6.2,22.2,1013.6,,12-Dec
2022-12-13,-6.1,-7.7,-4.3,0.9,70,48.0,8.2,22.2,1009.7,,12-Dec
2022-12-14,-0.3,-4.7,3.5,4.3,80,177.0,5.2,27.8,1003.2,,12-Dec
2022-12-15,1.2,-0.6,2.4,5.7,0,31.0,6.6,27.8,1004.4,,12-Dec
2022-12-16,-1.5,-3.1,-0.3,2.1,40,342.0,5.1,16.7,1011.4,,12-Dec
2022-12-17,-3.1,-4.6,-2.1,0.0,60,38.0,6.3,18.5,1025.6,,12-Dec
2022-12-18,-2.6,-3.6,-1.6,0.0,50,59.0,4.5,14.8,1031.3,,12-Dec
2022-12-19,1.4,-1.9,5.0,0.0,40,152.0,2.8,13.0,1029.0,,12-Dec
2022-12-20,6.1,2.0,10.9,2.2,0,182.0,2.8,13.0,1023.0,,12-Dec
2022-12-21,7.7,6.1,9.4,3.2,0,217.0,6.5,27.8,1018.6,,12-Dec
2022-12-22,9.6,7.5,11.9,2.1,0,230.0,22.8,77.8,1015.0,,12-Dec
2022-12-23,10.8,9.2,12.4,12.1,0,229.0,23.3,64.8,1012.9,,12-Dec
2022-12-24,7.8,6.5,10.8,3.4,0,214.0,10.3,59.3,1018.6,,12-Dec
2022-12-25,6.2,4.2,7.9,0.0,0,198.0,3.5,11.1,1019.0,,12-Dec
2022-12-26,7.9,4.5,11.3,16.4,0,230.0,11.7,48.2,1022.5,,12-Dec
2022-12-27,4.8,2.6,6.2,0.2,0,225.0,6.5,42.6,1030.0,,12-Dec
2022-12-28,4.8,2.3,8.7,0.0,0,206.0,6.3,25.9,1023.7,,12-Dec
2022-12-29,8.2,4.3,11.1,21.7,0,222.0,11.1,46.3,1016.9,,12-Dec
2022-12-30,5.9,3.4,11.6,3.3,0,197.0,8.2,40.8,1017.9,,12-Dec
2022-12-31,12.1,9.1,15.6,0.0,0,211.0,7.4,29.6,1021.2,,12-Dec
