Jahr;SMI_bereinigt
1993.555218;-115.403743
1993.557956;-106.4144248
1993.560694;-83.622681
1993.563432;-69.61894287
1993.56617;-74.62685667
1993.568907;-85.54612942
1993.571645;-71.62986745
1993.574383;-95.15379394
1993.577121;-106.0891118
1993.579859;-109.5716462
1993.582597;-109.6573606
1993.585335;-87.13995148
1993.588073;-52.36663066
1993.590811;-41.40308789
1993.593549;-52.87642303
1993.596287;-61.14910743
1993.599024;-70.8995768
1993.601762;-58.95121936
1993.6045;-53.02369658
1993.607238;-80.18119324
1993.609976;-75.63410064
1993.612714;-59.51752712
1993.615452;-49.31171773
1993.61819;-38.28394927
1993.620928;-23.03074471
1993.623666;-41.38131512
1993.626404;-60.33512581
1993.629141;-28.93263513
1993.631879;-24.11905701
1993.634617;-28.85300863
1993.637355;-22.70036165
1993.640093;-23.12413366
1993.642831;-44.00096687
1993.645569;-51.76275677
1993.648307;-8.886769056
1993.651045;-42.56008522
1993.653783;-20.19868781
1993.656521;-16.19060546
1993.659258;-23.88185479
1993.661996;-23.08730468
1993.664734;-14.00096311
1993.667472;-34.51752834
1993.67021;-49.63526792
1993.672948;-77.44855016
1993.675686;-97.43306198
1993.678424;-126.4392093
1993.681162;-138.4271538
1993.6839;-135.1949782
1993.686638;-129.8117773
1993.689375;-129.0214638
1993.692113;-140.0230173
1993.694851;-163.3993439
1993.697589;-173.1090716
1993.700327;-145.6524962
1993.703065;-117.4985397
1993.705803;-154.2428446
1993.708541;-135.7289662
1993.711279;-114.6606806
1993.714017;-111.0126366
1993.716755;-106.2190647
1993.719492;-74.74789645
1993.72223;-36.72165132
1993.724968;-61.87603953
1993.727706;-45.49260649
1993.730444;-23.89478022
1993.733182;-38.82176007
1993.73592;-30.7837613
1993.738658;-16.28931888
1993.741396;-3.075291102
1993.744134;11.86665794
1993.746872;11.86817924
1993.749609;24.67006718
1993.752347;15.40504351
1993.755085;-4.625890164
1993.757823;-8.26012692
1993.760561;13.92466679
1993.763299;47.27475837
1993.766037;49.57348636
1993.768775;62.85374333
1993.771513;62.13445931
1993.774251;61.24074234
1993.776989;68.69529255
1993.779726;74.21593427
1993.782464;73.27259198
1993.785202;73.34965764
1993.78794;122.734488
1993.790678;143.975945
1993.793416;136.337224
1993.796154;133.9469631
1993.798892;123.8488978
1993.80163;127.5999208
1993.804368;142.1621427
1993.807106;163.2892454
1993.809843;160.8940204
1993.812581;157.9985825
1993.815319;152.7285805
1993.818057;162.998241
1993.820795;182.6673493
1993.823533;185.3414363
1993.826271;177.064649
1993.829009;156.5012884
1993.831747;141.3258841
1993.834485;134.1082682
1993.837223;135.4488531
1993.83996;127.2702798
1993.842698;70.568563
1993.845436;14.24463489
1993.848174;-6.695677918
1993.850912;-6.181577482
1993.85365;39.80561715
1993.856388;100.8468448
1993.859126;105.0728406
1993.861864;78.56160863
1993.864602;77.9244837
1993.86734;74.75869603
1993.870077;59.23746176
1993.872815;51.29998266
1993.875553;43.84160061
1993.878291;38.43496202
1993.881029;59.0898661
1993.883767;68.95302316
1993.886505;57.03713023
1993.889243;40.61564937
1993.891981;41.54433834
1993.894719;51.9598759
1993.897457;50.20668344
1993.900194;55.86727827
1993.902932;67.75389171
1993.90567;69.45572016
1993.908408;53.68909642
1993.911146;43.85728771
1993.913884;50.63917789
1993.916622;86.03074063
1993.91936;104.8804502
1993.922098;133.5054074
1993.924836;147.3481331
1993.927574;143.8671976
1993.930311;133.4043589
1993.933049;135.2898278
1993.935787;146.1503201
1993.938525;162.7335908
1993.941263;168.0929581
1993.944001;179.6819324
1993.946739;204.8195619
1993.949477;209.9114256
1993.952215;197.501344
1993.954953;160.0371237
1993.957691;162.1593925
1993.960428;185.9384002
1993.963166;205.1674282
1993.965904;205.9179587
1993.968642;201.0298299
1993.97138;208.4526285
1993.974118;213.9320658
1993.976856;228.8057856
1993.979594;249.6588372
1993.982332;263.5260951
1993.98507;257.0779492
1993.987808;217.5899142
1993.990545;185.8423077
1993.993283;188.2347556
1993.996021;211.1043256
1993.998759;221.3797451
1994.001497;218.578092
1994.004235;208.9187945
1994.006973;201.1243988
1994.009711;206.5455511
1994.012449;220.7354606
1994.015187;236.0888998
1994.017925;246.1986472
1994.020662;244.829836
1994.0234;240.1381634
1994.026138;237.2447644
1994.028876;237.0132872
1994.031614;214.987308
1994.034352;165.2081895
1994.03709;234.7725478
1994.039828;273.3476963
1994.042566;263.075705
1994.045304;254.6478604
1994.048042;284.2336056
1994.050779;324.6609679
1994.053517;333.3593848
1994.056255;323.1569859
1994.058993;312.0521561
1994.061731;302.5926557
1994.064469;326.1198291
1994.067207;345.7851631
1994.069945;365.309721
1994.072683;368.7611852
1994.075421;410.0196622
1994.078159;457.419755
1994.080896;473.7405202
1994.083634;437.486972
1994.086372;404.5474353
1994.08911;413.913213
1994.091848;402.9431209
1994.094586;426.8013473
1994.097324;413.5273431
1994.100062;368.6856841
1994.1028;361.452239
1994.105538;384.3016319
1994.108276;335.79143
1994.111013;287.586149
1994.113751;248.0126025
1994.116489;208.6307595
1994.119227;181.2144487
1994.121965;184.9240102
1994.124703;212.2527731
1994.127441;243.5911231
1994.130179;290.6878393
1994.132917;250.5806775
1994.135655;235.2652842
1994.138393;234.9931102
1994.14113;224.413838
1994.143868;222.6204261
1994.146606;285.461708
1994.149344;215.965484
1994.152082;178.4282452
1994.15482;205.8478821
1994.157558;231.6497592
1994.160296;220.1839741
1994.163034;152.5829116
1994.165772;61.46102504
1994.16851;89.65446874
1994.171247;142.2323376
1994.173985;179.1387958
1994.176723;217.667387
1994.179461;222.0075996
1994.182199;213.3405164
1994.184937;168.268007
1994.187675;164.6192782
1994.190413;145.2403099
1994.193151;157.9872481
1994.195889;165.8242272
1994.198627;196.9899779
1994.201364;254.9094718
1994.204102;230.9952174
1994.20684;223.893332
1994.209578;172.6795556
1994.212316;113.179622
1994.215054;104.2361274
1994.217792;139.3135317
1994.22053;170.2014153
1994.223268;190.212684
1994.226006;152.9095213
1994.228744;124.7425598
1994.231481;130.4215359
1994.234219;153.8537621
1994.236957;146.5178948
1994.239695;101.7909661
1994.242433;79.44080564
1994.245171;49.6781416
1994.247909;20.01854863
1994.250647;8.086255895
1994.253385;17.54538966
1994.256123;8.722697419
1994.258861;22.93559641
1994.261598;46.39119036
1994.264336;80.40653857
1994.267074;74.33788992
1994.269812;70.26352146
1994.27255;80.2044207
1994.275288;92.97465885
1994.278026;96.16005265
1994.280764;90.52237225
1994.283502;62.12679149
1994.28624;103.5805262
1994.288978;124.5848098
1994.291715;106.2584501
1994.294453;66.86426268
1994.297191;36.06101131
1994.299929;24.92017586
1994.302667;-6.320586327
1994.305405;-3.92019552
1994.308143;-6.923549185
1994.310881;-21.62259168
1994.313619;-35.88879374
1994.316357;-21.79180334
1994.319095;-5.884439265
1994.321832;-32.44266233
1994.32457;-68.85620569
1994.327308;-78.18187051
1994.330046;-66.86011174
1994.332784;-47.4825607
1994.335522;-53.7367453
1994.33826;-92.34369402
1994.340998;-123.5177082
1994.343736;-143.5925104
1994.346474;-208.924567
1994.349212;-252.0697711
1994.351949;-241.5812994
1994.354687;-180.8507404
1994.357425;-174.8781645
1994.360163;-149.6454986
1994.362901;-125.2611346
1994.365639;-110.6119877
1994.368377;-107.0083328
1994.371115;-90.86952008
1994.373853;-78.22315832
1994.376591;-78.95113594
1994.379329;-85.67966577
1994.382066;-76.85680114
1994.384804;-72.51890152
1994.387542;-69.16092842
1994.39028;-76.67234007
1994.393018;-107.7384704
1994.395756;-144.3895335
1994.398494;-138.8026808
1994.401232;-114.2148525
1994.40397;-81.0275423
1994.406708;-49.27841205
1994.409446;-44.2074467
1994.412183;-73.43380776
1994.414921;-79.47595629
1994.417659;-95.47832357
1994.420397;-88.86420936
1994.423135;-48.6125941
1994.425873;-27.90375201
1994.428611;-24.19915728
1994.431349;-12.38069715
1994.434087;9.467486718
1994.436825;-15.64492311
1994.439563;-14.19906722
1994.4423;6.774422458
1994.445038;10.13231378
1994.447776;12.56006072
1994.450514;9.205862199
1994.453252;-39.4202576
1994.45599;-87.06446639
1994.458728;-131.4578321
1994.461466;-160.0610689
1994.464204;-187.3276226
1994.466942;-199.5312202
1994.46968;-192.5775895
1994.472417;-120.050843
1994.475155;-90.9887144
1994.477893;-129.8550023
1994.480631;-154.5570006
1994.483369;-155.3981015
1994.486107;-148.8139636
1994.488845;-124.0352373
1994.491583;-105.7782214
1994.494321;-135.8231669
1994.497059;-159.8951152
1994.499797;-156.2293998
1994.502534;-141.3792719
1994.505272;-127.812904
1994.50801;-147.4068486
1994.510748;-152.0033769
1994.513486;-172.6369922
1994.516224;-202.2460912
1994.518962;-195.7266584
1994.5217;-165.4222828
1994.524438;-187.6142782
1994.527176;-242.9721239
1994.529914;-280.8385365
1994.532651;-224.3978788
1994.535389;-230.231392
1994.538127;-246.7943922
1994.540865;-248.6717888
1994.543603;-238.7355884
1994.546341;-200.4817777
1994.549079;-157.1998182
1994.551817;-137.3797842
1994.554555;-120.173023
1994.557293;-114.6748766
1994.560031;-103.10227
1994.562768;-94.51435148
1994.565506;-105.3908454
1994.568244;-177.5465796
1994.570982;-158.7046285
1994.57372;-150.7084079
1994.576458;-137.6438515
1994.579196;-111.7140882
1994.581934;-89.40425095
1994.584672;-72.95242134
1994.58741;-71.6508061
1994.590148;-63.76587998
1994.592885;-78.26294097
1994.595623;-72.57483319
1994.598361;-72.43008833
1994.601099;-69.35013781
1994.603837;-72.81687334
1994.606575;-53.42740002
1994.609313;-74.72519857
1994.612051;-103.0353134
1994.614789;-110.8783214
1994.617527;-113.9394799
1994.620265;-100.3286444
1994.623002;-92.56330542
1994.62574;-83.83846978
1994.628478;-88.14384215
1994.631216;-98.41286347
1994.633954;-108.8879787
1994.636692;-102.9989769
1994.63943;-100.8934176
1994.642168;-116.5481507
1994.644906;-115.7533302
1994.647644;-86.42093098
1994.650382;-62.93264216
1994.653119;-11.67745095
1994.655857;12.21391349
1994.658595;17.54215214
1994.661333;18.59539151
1994.664071;32.3999957
1994.666809;15.23296303
1994.669547;53.31554849
1994.672285;81.800601
1994.675023;88.39341481
1994.677761;56.8774991
1994.680499;27.7443804
1994.683236;33.44103145
1994.685974;49.25153868
1994.688712;45.9445172
1994.69145;51.61853919
1994.694188;58.15851644
1994.696926;66.87623566
1994.699664;76.12633635
1994.702402;62.51458505
1994.70514;45.86603413
1994.707878;29.99401056
1994.710616;44.653777
1994.713353;60.95187414
1994.716091;57.95024157
1994.718829;47.90248152
1994.721567;75.43104308
1994.724305;79.49855163
1994.727043;93.39765055
1994.729781;95.06279191
1994.732519;57.14042147
1994.735257;44.6091635
1994.737995;52.28265709
1994.740733;76.5866807
1994.74347;56.00972311
1994.746208;47.65482843
1994.748946;29.06412459
1994.751684;2.585414752
1994.754422;-3.109600174
1994.75716;7.489466083
1994.759898;-40.67969208
1994.762636;-14.44686439
1994.765374;9.828443693
1994.768112;34.0303752
1994.77085;47.06286614
1994.773587;67.63906457
1994.776325;93.1108155
1994.779063;89.62186805
1994.781801;101.5580512
1994.784539;82.55459729
1994.787277;107.7879331
1994.790015;110.5269538
1994.792753;76.06339086
1994.795491;36.30886985
1994.798229;18.12160854
1994.800967;17.29807902
1994.803705;-10.88065017
1994.806442;3.919466915
1994.80918;25.63041163
1994.811918;33.71662414
1994.814656;1.019382642
1994.817394;-19.31768408
1994.820132;-30.30882487
1994.82287;-0.138934602
1994.825608;13.10439967
1994.828346;-2.191184352
1994.831084;-19.53639028
1994.833822;-35.74090394
1994.836559;-52.57317103
1994.839297;-31.94958609
1994.842035;-37.36324925
1994.844773;-30.62961142
1994.847511;-13.98944569
1994.850249;-25.19755469
1994.852987;-29.22624958
1994.855725;25.45695998
1994.858463;31.91295724
1994.861201;21.44504259
1994.863939;17.7786462
1994.866676;12.17766234
1994.869414;-2.983612237
1994.872152;-5.231922075
1994.87489;13.19945861
1994.877628;0.622556237
1994.880366;13.5110296
1994.883104;30.33131916
1994.885842;33.81223636
1994.88858;21.08131475
1994.891318;-2.895080765
1994.894056;-23.07171881
1994.896793;-12.1157512
1994.899531;-14.4131081
1994.902269;-18.33316209
1994.905007;-19.55413252
1994.907745;-27.46511611
1994.910483;-21.34492407
1994.913221;-4.453702135
1994.915959;-21.96314262
1994.918697;-13.95468359
1994.921435;2.096176892
1994.924173;14.5458255
1994.92691;8.958497588
1994.929648;-17.40771548
1994.932386;-17.75452826
1994.935124;-9.530009532
1994.937862;-18.52426234
1994.9406;-26.13560842
1994.943338;-22.16302316
1994.946076;-3.003861226
1994.948814;3.090312471
1994.951552;15.44226578
1994.95429;13.47991282
1994.957027;5.725263496
1994.959765;6.108024737
1994.962503;10.38855765
1994.965241;8.793839418
1994.967979;14.2084333
1994.970717;33.15846977
1994.973455;29.88992736
1994.976193;20.81197552
1994.978931;25.26103049
1994.981669;36.03313992
1994.984407;40.23618181
1994.987144;25.57898292
1994.989882;17.44178051
1994.99262;-9.346946384
1994.995358;-32.99125684
1994.998096;-57.09523617
1995.000834;-77.19361919
1995.003572;-86.55817835
1995.00631;-76.14721349
1995.009048;-52.49512279
1995.011786;-66.47420864
1995.014524;-56.42782173
1995.017261;-57.55508817
1995.019999;-58.50640228
1995.022737;-59.5454315
1995.025475;-72.38587717
1995.028213;-85.43085352
1995.030951;-79.67019929
1995.033689;-82.44043234
1995.036427;-51.4989675
1995.039165;-35.60728354
1995.041903;-49.04506773
1995.044641;-70.95762804
1995.047378;-58.90933444
1995.050116;-29.24275367
1995.052854;-36.89916131
1995.055592;-67.50610423
1995.05833;-92.79474071
1995.061068;-103.8082997
1995.063806;-80.40598677
1995.066544;-94.76255605
1995.069282;-72.28543882
1995.07202;-78.67128506
1995.074758;-89.5513861
1995.077495;-81.75898069
1995.080233;-82.33392619
1995.082971;-104.9397818
1995.085709;-84.66289102
1995.088447;-90.80341053
1995.091185;-61.39951271
1995.093923;-34.14560832
1995.096661;-21.59401368
1995.099399;-18.5654744
1995.102137;0.141018928
1995.104875;2.707179386
1995.107612;18.18903749
1995.11035;9.13892113
1995.113088;-8.381072837
1995.115826;-20.83262346
1995.118564;-26.3170545
1995.121302;-25.4680814
1995.12404;-43.73843935
1995.126778;-70.90091922
1995.129516;-85.28272323
1995.132254;-94.50140565
1995.134992;-87.15837133
1995.137729;-79.66681535
1995.140467;-70.54831006
1995.143205;-59.77240369
1995.145943;-19.09034404
1995.148681;-28.78001412
1995.151419;-44.96910019
1995.154157;-24.52624001
1995.156895;-8.979320189
1995.159633;-6.892590477
1995.162371;12.26356074
1995.165109;0.247348936
1995.167846;-38.8203376
1995.170584;-70.09354376
1995.173322;-78.46114435
1995.17606;-58.87454665
1995.178798;-65.00411159
1995.181536;-85.01185694
1995.184274;-141.6691752
1995.187012;-140.8783455
1995.18975;-129.7221927
1995.192488;-115.9578933
1995.195226;-129.6530795
1995.197963;-124.6753633
1995.200701;-90.23027432
1995.203439;-77.8878625
1995.206177;-79.84731887
1995.208915;-78.63491209
1995.211653;-94.16053883
1995.214391;-93.11758952
1995.217129;-75.39059656
1995.219867;-69.91347421
1995.222605;-103.8778552
1995.225343;-89.43708728
1995.22808;-72.7009857
1995.230818;-87.77450825
1995.233556;-112.2525361
1995.236294;-141.614844
1995.239032;-151.7406283
1995.24177;-124.3132567
1995.244508;-161.5270041
1995.247246;-199.6643849
1995.249984;-205.4465826
1995.252722;-179.7184805
1995.25546;-176.156338
1995.258197;-178.2480626
1995.260935;-159.1272743
1995.263673;-155.1058705
1995.266411;-175.6802927
1995.269149;-184.9177648
1995.271887;-177.7489989
1995.274625;-167.7237432
1995.277363;-170.5528196
1995.280101;-170.4890241
1995.282839;-160.2920411
1995.285577;-140.5131774
1995.288314;-133.121479
1995.291052;-149.4061932
1995.29379;-193.7070781
1995.296528;-236.0758819
1995.299266;-203.9000588
1995.302004;-183.8307334
1995.304742;-188.9717965
1995.30748;-196.4636083
1995.310218;-201.0903402
1995.312956;-201.8992209
1995.315694;-189.923015
1995.318431;-198.8766164
1995.321169;-174.7867698
1995.323907;-157.2258684
1995.326645;-156.2580016
1995.329383;-164.5842154
1995.332121;-170.3004652
1995.334859;-172.4758493
1995.337597;-146.2560178
1995.340335;-138.9726534
1995.343073;-118.1066882
1995.345811;-130.8752825
1995.348548;-140.0322667
1995.351286;-149.0107842
1995.354024;-143.5528888
1995.356762;-106.2017776
1995.3595;-70.77129861
1995.362238;-68.62595349
1995.364976;-72.14407921
1995.367714;-73.38665224
1995.370452;-57.76996313
1995.37319;-72.93746625
1995.375928;-100.222634
1995.378665;-122.2655763
1995.381403;-116.1302708
1995.384141;-90.57835957
1995.386879;-64.56416865
1995.389617;-57.98951397
1995.392355;-42.43657944
1995.395093;-68.69498445
1995.397831;-103.324156
1995.400569;-113.7663565
1995.403307;-99.8275022
1995.406045;-67.91455586
1995.408782;-42.08706238
1995.41152;-47.44345053
1995.414258;-42.37975953
1995.416996;-57.69997448
1995.419734;-63.12010076
1995.422472;-47.88648754
1995.42521;-49.89509878
1995.427948;-47.58206127
1995.430686;-24.73750963
1995.433424;-39.88629901
1995.436162;-56.29349175
1995.438899;-45.28244004
1995.441637;-13.59174526
1995.444375;-1.134859338
1995.447113;-0.645149149
1995.449851;-5.292288903
1995.452589;-16.39827428
1995.455327;-56.92871216
1995.458065;-68.75516865
1995.460803;-49.67106185
1995.463541;-37.037533
1995.466279;-27.01278193
1995.469016;-8.322108045
1995.471754;31.23997257
1995.474492;24.58267704
1995.47723;19.95825356
1995.479968;25.8118324
1995.482706;35.10789552
1995.485444;28.14352808
1995.488182;-1.758772676
1995.49092;-2.615705021
1995.493658;-34.01068532
1995.496396;-55.84950125
1995.499133;-67.88335141
1995.501871;-67.4116525
1995.504609;-43.27712486
1995.507347;-43.33855665
1995.510085;-51.02673207
1995.512823;-51.23084637
1995.515561;-48.68341612
1995.518299;-49.99905408
1995.521037;-41.79780566
1995.523775;-51.04969988
1995.526513;-34.90138303
1995.52925;-43.12001693
1995.531988;-47.86751333
1995.534726;-34.87580282
1995.537464;-17.94221372
1995.540202;-12.60688442
1995.54294;-27.65199476
1995.545678;-37.70776015
1995.548416;-72.35776134
1995.551154;-65.68091356
1995.553892;-59.55791276
1995.55663;-59.88427908
1995.559367;-50.49018272
1995.562105;-53.69423934
1995.564843;-76.73733282
1995.567581;-98.75056508
1995.570319;-86.12291944
1995.573057;-104.5607593
1995.575795;-121.4604124
1995.578533;-112.2048465
1995.581271;-82.43606379
1995.584009;-68.90730979
1995.586747;-100.7855109
1995.589484;-96.88697212
1995.592222;-101.8448025
1995.59496;-111.5142261
1995.597698;-131.6880287
1995.600436;-127.6927316
1995.603174;-119.0577516
1995.605912;-87.60407203
1995.60865;-91.20193037
1995.611388;-116.839471
1995.614126;-128.3754312
1995.616864;-126.9026343
1995.619601;-90.71674232
1995.622339;-60.80039689
1995.625077;-66.28143697
1995.627815;-47.91637224
1995.630553;-34.09151981
1995.633291;-38.05717786
1995.636029;-27.16664692
1995.638767;-10.86512419
1995.641505;-30.74209417
1995.644243;-53.76376087
1995.646981;-32.1329979
1995.649718;-38.97540491
1995.652456;-24.09483065
1995.655194;-28.57982469
1995.657932;-28.29867443
1995.66067;-2.49252059
1995.663408;-6.928356083
1995.666146;-1.00796808
1995.668884;2.988912321
1995.671622;10.28113054
1995.67436;27.99365597
1995.677098;34.5374546
1995.679835;53.40932842
1995.682573;34.03163039
1995.685311;44.27415205
1995.688049;59.14538424
1995.690787;61.18466592
1995.693525;49.04010355
1995.696263;50.35133946
1995.699001;84.48202661
1995.701739;83.36840598
1995.704477;84.90991316
1995.707215;85.63861374
1995.709952;79.62258008
1995.71269;77.58825112
1995.715428;95.55539677
1995.718166;105.9633383
1995.720904;140.0202887
1995.723642;85.96210812
1995.72638;63.92866506
1995.729118;74.43635062
1995.731856;77.09430173
1995.734594;102.5099355
1995.737332;77.15938264
1995.740069;77.91978808
1995.742807;99.02508981
1995.745545;120.0362828
1995.748283;129.391292
1995.751021;127.1545368
1995.753759;118.0514705
1995.756497;89.21756075
1995.759235;79.26454568
1995.761973;113.8491697
1995.764711;136.7639013
1995.767449;148.6150596
1995.770186;129.9373693
1995.772924;110.0455631
1995.775662;136.7967692
1995.7784;148.5666762
1995.781138;153.8518574
1995.783876;152.6365055
1995.786614;176.429363
1995.789352;162.9397829
1995.79209;132.9480245
1995.794828;145.6508213
1995.797566;124.6189878
1995.800303;115.3762823
1995.803041;78.993784
1995.805779;51.09119935
1995.808517;37.90342263
1995.811255;64.91394215
1995.813993;75.93414639
1995.816731;70.35011822
1995.819469;19.25349105
1995.822207;-10.35831099
1995.824945;-5.755989263
1995.827683;16.57283584
1995.83042;50.30786951
1995.833158;55.89971561
1995.835896;34.70653229
1995.838634;31.88323919
1995.841372;18.59356918
1995.84411;2.097306005
1995.846848;0.186566563
1995.849586;0.929427664
1995.852324;8.831213477
1995.855062;35.05017209
1995.8578;3.639661746
1995.860537;-20.60832781
1995.863275;-25.24634567
1995.866013;-21.8332586
1995.868751;-24.85813984
1995.871489;-36.05652982
1995.874227;-16.08447076
1995.876965;-18.76388851
1995.879703;-5.722998264
1995.882441;11.31085916
1995.885179;17.17505443
1995.887917;17.44953679
1995.890654;43.69046128
1995.893392;55.84547396
1995.89613;53.28702081
1995.898868;65.07882208
1995.901606;75.12409978
1995.904344;63.38435524
1995.907082;28.00812259
1995.90982;42.69705975
1995.912558;53.60158842
1995.915296;61.95227291
1995.918034;77.28548362
1995.920771;80.39082331
1995.923509;75.1579612
1995.926247;68.13735011
1995.928985;65.36123786
1995.931723;31.53163119
1995.934461;32.94761969
1995.937199;39.48147665
1995.939937;41.41988684
1995.942675;55.68084978
1995.945413;90.00514425
1995.948151;87.76423
1995.950888;80.45973966
1995.953626;76.9937184
1995.956364;68.7724918
1995.959102;57.85281575
1995.96184;29.32001633
1995.964578;-9.252962306
1995.967316;18.98103657
1995.970054;12.18853496
1995.972792;18.47943733
1995.97553;35.0042883
1995.978268;49.4343922
1995.981005;55.51123254
1995.983743;47.67599041
1995.986481;20.88785483
1995.989219;10.11317521
1995.991957;1.887488208
1995.994695;6.520903897
1995.997433;12.20854226
1996.000171;17.65605285
1996.002909;23.84528772
1996.005647;34.21889909
1996.008385;46.47197593
1996.011122;31.37628729
1996.01386;17.46022235
1996.016598;4.684218941
1996.019336;9.263905572
1996.022074;12.5068658
1996.024812;-31.92663664
1996.02755;-73.86562376
1996.030288;-64.23826502
1996.033026;-86.28902218
1996.035764;-90.23849079
1996.038502;-80.98873297
1996.041239;-68.3206632
1996.043977;-118.0289348
1996.046715;-79.53652017
1996.049453;-58.05491507
1996.052191;-47.52783459
1996.054929;-45.09439338
1996.057667;-61.62231522
1996.060405;-102.0916297
1996.063143;-87.03102499
1996.065881;-103.5204085
1996.068619;-131.2378411
1996.071356;-147.8314205
1996.074094;-154.6628497
1996.076832;-126.2403061
1996.07957;-86.54534954
1996.082308;-94.70684271
1996.085046;-68.7983176
1996.087784;-89.67473789
1996.090522;-116.4107076
1996.09326;-131.3515509
1996.095998;-124.2365628
1996.098736;-98.07862373
1996.101473;-78.84622929
1996.104211;-84.63390719
1996.106949;-92.9772057
1996.109687;-100.1873941
1996.112425;-111.113279
1996.115163;-120.2820318
1996.117901;-125.8387228
1996.120639;-127.2816365
1996.123377;-134.6470255
1996.126115;-139.604744
1996.128853;-126.1682537
1996.13159;-124.2739672
1996.134328;-135.0459413
1996.137066;-166.1061872
1996.139804;-161.322819
1996.142542;-140.4737698
1996.14528;-91.4395829
1996.148018;-78.88799034
1996.150756;-92.32215287
1996.153494;-80.10483998
1996.156232;-48.83137812
1996.15897;9.842109142
1996.161707;2.764624759
1996.164445;22.15502462
1996.167183;35.65457539
1996.169921;25.57921133
1996.172659;13.76203844
1996.175397;20.03132805
1996.178135;47.89667662
1996.180873;227.6242332
1996.183611;192.8850344
1996.186349;130.8914366
1996.189087;129.6844976
1996.191824;177.3659493
1996.194562;202.7537137
1996.1973;211.8479803
1996.200038;253.2371989
1996.202776;231.1774696
1996.205514;213.5047708
1996.208252;214.2378633
1996.21099;209.7931521
1996.213728;232.0746396
1996.216466;265.6259165
1996.219204;292.2711294
1996.221941;297.3326088
1996.224679;285.6623574
1996.227417;290.329738
1996.230155;277.8940291
1996.232893;258.9029299
1996.235631;264.7108366
1996.238369;223.4775764
1996.241107;218.2238226
1996.243845;213.2252903
1996.246583;195.4747131
1996.249321;186.6116626
1996.252058;184.4709476
1996.254796;121.6925606
1996.257534;122.5963056
1996.260272;125.4222734
1996.26301;117.8664994
1996.265748;86.2147495
1996.268486;68.44782321
1996.271224;78.70856948
1996.273962;93.0222426
1996.2767;55.88480273
1996.279438;66.09964748
1996.282175;77.62970359
1996.284913;87.40991694
1996.287651;96.66230566
1996.290389;104.4804717
1996.293127;82.32531227
1996.295865;67.38046095
1996.298603;98.82410933
1996.301341;135.4643105
1996.304079;149.7065757
1996.306817;138.1329627
1996.309555;109.4689452
1996.312293;121.5472518
1996.31503;120.276772
1996.317768;146.4153633
1996.320506;144.0889267
1996.323244;114.9421609
1996.325982;84.1884904
1996.32872;70.47521593
1996.331458;70.13468296
1996.334196;58.83080699
1996.336934;37.57993415
1996.339672;19.69916271
1996.34241;31.03856682
1996.345147;16.38867888
1996.347885;-1.490287509
1996.350623;-57.06422533
1996.353361;-70.55246803
1996.356099;-35.87268367
1996.358837;-21.54021337
1996.361575;-39.26272756
1996.364313;-38.8167511
1996.367051;-18.36773901
1996.369789;-22.46392662
1996.372527;-24.26735959
1996.375264;-24.62846247
1996.378002;-22.17352572
1996.38074;-30.61400798
1996.383478;-32.20805507
1996.386216;-20.7687725
1996.388954;-52.33033307
1996.391692;-66.46473784
1996.39443;-63.28826561
1996.397168;-54.37017792
1996.399906;-46.02793267
1996.402644;-40.53927772
1996.405381;-39.34593682
1996.408119;-55.92234272
1996.410857;-87.91521138
1996.413595;-86.6359143
1996.416333;-99.05929044
1996.419071;-110.3306826
1996.421809;-91.25829114
1996.424547;-73.30043108
1996.427285;-77.07933772
1996.430023;-50.36585708
1996.432761;-90.41779078
1996.435498;-103.9524023
1996.438236;-70.83494586
1996.440974;-26.92294555
1996.443712;-18.27101086
1996.44645;9.291054992
1996.449188;14.28396357
1996.451926;-12.07950936
1996.454664;-37.56530303
1996.457402;-44.36006013
1996.46014;-25.07644926
1996.462878;0.329218177
1996.465615;22.84855974
1996.468353;41.98632567
1996.471091;86.79583843
1996.473829;105.8097593
1996.476567;116.054234
1996.479305;117.8628088
1996.482043;116.5911048
1996.484781;119.4141521
1996.487519;77.47983547
1996.490257;98.07766131
1996.492995;95.85934444
1996.495732;76.47885671
1996.49847;62.10106974
1996.501208;69.80893674
1996.503946;80.46952526
1996.506684;99.30093979
1996.509422;62.11072375
1996.51216;18.77297604
1996.514898;17.52935995
1996.517636;51.08364323
1996.520374;106.3392883
1996.523112;107.2276499
1996.525849;125.448455
1996.528587;91.29498332
1996.531325;90.25057073
1996.534063;100.8111268
1996.536801;70.84890481
1996.539539;-5.567335146
1996.542277;-29.3811007
1996.545015;-26.75111176
1996.547753;-16.36915427
1996.550491;-52.22826325
1996.553229;-107.7689664
1996.555966;-117.1310973
1996.558704;-85.68617782
1996.561442;-188.8452086
1996.56418;-151.6815408
1996.566918;-171.3206591
1996.569656;-168.1602365
1996.572394;-171.142903
1996.575132;-182.1330541
1996.57787;-209.9528136
1996.580608;-227.9268818
1996.583346;-173.1211414
1996.586083;-101.1079918
1996.588821;-61.75297269
1996.591559;-67.51990923
1996.594297;-84.72238797
1996.597035;-98.7902017
1996.599773;-59.54318377
1996.602511;-44.3373175
1996.605249;-46.10905984
1996.607987;-77.18003971
1996.610725;-107.8994162
1996.613463;-113.8853821
1996.6162;-108.795798
1996.618938;-84.64286137
